numID,songArtist,songName,lyrics
19094,The Last Goodnight,Pictures Of You,NA
19095,Kelly Clarkson,Piece By Piece,NA
19096,The Tubes,Piece By Piece,NA
19097,Britney Spears,Piece Of Me,NA
19098,Big Brother And The Holding Company,Piece Of My Heart,NA
19099,Erma Franklin,Piece Of My Heart,NA
19100,Sammy Hagar,Piece Of My Heart,NA
19101,Shaggy (Featuring Marsha),Piece Of My Heart,NA
19102,Tara Kemp,Piece Of My Heart,NA
19103,Three Dog Night,Pieces Of April,NA
19104,Diana Ross,Pieces Of Ice,NA
19105,Ashlee Simpson,Pieces Of Me,NA
19106,The Changin' Times,Pied Piper,NA
19107,50 Cent,Piggy Bank,NA
19108,Sylvia (r&b),Pillow Talk,NA
19109,Zayn,Pillowtalk,NA
19110,Rod Wave,Pills & Billz,NA
19111,Chris Brown Featuring Yo Gotti A Boogie Wit da Hoodie & Kodak Black,Pills And Automobiles,NA
19112,Nicki Minaj,Pills N Potions,NA
19113,Charlie Dore,Pilot Of The Airwaves,NA
19114,Nelly,Pimp Juice,NA
19115,Dru Down,Pimp Of The Year,NA
19116,Ludacris Featuring Bobby Valentino,Pimpin' All Over The World,NA
19117,James Darren,Pin A Medal On Joey,NA
19118,Paul Peek,Pin The Tail On The Donkey,NA
19119,The Newcomers,Pin The Tail On The Donkey,NA
19120,Brian Protheroe,Pinball,NA
19121,The Who,Pinball Wizard,NA
19122,The New Seekers,Pinball Wizard/See Me Feel Me,NA
19123,Bill Wray,Pinball That's All,NA
19124,Barenaked Ladies,Pinch Me,NA
19125,Ohio Express,Pinch Me (Baby Convince Me),NA
19126,Annette With The Afterbeats,Pineapple Princess,NA
19127,Aerosmith,Pink,NA
19128,Frank Ocean,Pink + White,NA
19129,Natalie Cole,Pink Cadillac,NA
19130,Prince,Pink Cashmere,NA
19131,Mitchell Torok,Pink Chiffon,NA
19132,The Crescents Featuring Chiyo,Pink Dominos,NA
19133,John Mellencamp,Pink Houses,NA
19134,Dodie Stevens,Pink Shoe Laces,NA
19135,Domenico Modugno,Piove (Ciao Ciao Bambina),NA
19136,Drake,Pipe Down,NA
19137,Blues Magoos,Pipe Dream,NA
19138,Jimmy Beck & His Orchestra,Pipe Dreams,NA
19139,Chantay's,Pipeline,NA
19140,Cher,Pirate,NA
19141,Kenny Chesney,Pirate Flag,NA
19142,Lil Durk,Pissed Me Off,NA
19143,The Four Sportsmen,Pitter-Patter,NA
19144,Michael W. Smith,Place In This World,NA
19145,A$AP Ferg Featuring Nicki Minaj,Plain Jane,NA
19146,Bobby Darin,Plain Jane,NA
19147,Sammy Hagar,Plain Jane,NA
19148,Afrika Bambaataa & The Soul Sonic Force,Planet Rock,NA
19149,Jeremih Featuring J. Cole,Planez,NA
19150,Future & Lil Uzi Vert,Plastic,NA
19151,Drake & Future,Plastic Bag,NA
19152,Sonny & Cher,Plastic Man,NA
19153,Bruce Foster,Platinum Heroes,NA
19154,David Banner,Play,NA
19155,Jennifer Lopez,Play,NA
19156,David Guetta Featuring Ne-Yo & Akon,Play Hard,NA
19157,Luke Bryan,Play It Again,NA
19158,Neil Diamond,Play Me,NA
19159,Simple E,"Play My Funk (From ""Sugar Hill"")",NA
19160,Jonas Brothers,Play My Music,NA
19161,Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,NA
19162,Jefferson Starship,Play On Love,NA
19163,Brooks & Dunn,Play Something Country,NA
19164,Three Dog Night,Play Something Sweet (Brickyard Blues),NA
19165,Roxanne,Play That Funky Music,NA
19166,Vanilla Ice,Play That Funky Music,NA
19167,Wild Cherry,Play That Funky Music,NA
19168,Train,Play That Song,NA
19169,Queen,Play The Game,NA
19170,Kansas,Play The Game Tonight,NA
19171,B.o.B Featuring Andre 3000,Play The Guitar,NA
19172,Marlowe Morris Quintet,Play The Thing,NA
19173,The Rolling Stones,Play With Fire,NA
19174,R. Kelly Featuring The Game,Playa's Only,NA
19175,Keyshia Cole Featuring 2Pac,Playa Cardz Right,NA
19176,3LW,Playas Gon' Play,NA
19177,Rappin' 4-Tay,Playaz Club,NA
19178,Gene And Debbe,Playboy,NA
19179,The Marvelettes,Playboy,NA
19180,Junior M.A.F.I.A.,Player's Anthem,NA
19181,OutKast,Player's Ball,NA
19182,T.W.D.Y. Featuring Too Short & Mac Mall,Players Holiday,NA
19183,Thee Prophets,Playgirl,NA
19184,Another Bad Creation,Playground,NA
19185,Clint Holmes,Playground In My Mind,NA
19186,Summer Walker,Playing Games,NA
19187,Little River Band,Playing To Win,NA
19188,Shot In The Dark,Playing With Lightning,NA
19189,Kenny Loggins,Playing With The Boys,NA
19190,The Monkees,Pleasant Valley Sunday,NA
19191,Frank Ifield,Please,NA
19192,Lil Baby & Lil Durk,Please,NA
19193,Sawyer Fredericks,Please,NA
19194,The Kinleys,Please,NA
19195,Karla Bonoff,Please Be The One,NA
19196,Charles Brown,Please Come Home For Christmas,NA
19197,Eagles,Please Come Home For Christmas,NA
19198,Dave Loggins,Please Come To Boston,NA
19199,Bobby Vee,Please Don't Ask About Barbara,NA
19200,Gloria Walker/Chevelles,Please Don't Desert Me Baby,NA
19201,Dale Wright And The Wright Guys With the Dons,Please Don't Do It,NA
19202,The Cyrkle,Please Don't Ever Leave Me,NA
19203,Dino Desi & Billy,Please Don't Fight It,NA
19204,Boyz II Men,Please Don't Go,NA
19205,Immature,Please Don't Go,NA
19206,K.W.S.,Please Don't Go,NA
19207,KC And The Sunshine Band,Please Don't Go,NA
19208,Mike Posner,Please Don't Go,NA
19209,No Mercy,Please Don't Go,NA
19210,Ral Donner,Please Don't Go,NA
19211,Tank,Please Don't Go,NA
19212,New Kids On The Block,Please Don't Go Girl,NA
19213,The Charmettes,Please Don't Kiss Me Again,NA
19214,Lauren Wood,Please Don't Leave,NA
19215,P!nk,Please Don't Leave Me,NA
19216,The Greenwoods,Please Don't Sell My Daddy No More Wine,NA
19217,Elvis Presley,Please Don't Stop Loving Me,NA
19218,Diane Ray,Please Don't Talk To The Lifeguard,NA
19219,Ronnie Milsap,Please Don't Tell Me How The Story Ends,NA
19220,Plies Featuring Jamie Foxx & The-Dream,Please Excuse My Hands,NA
19221,Bryan Adams,Please Forgive Me,NA
19222,Hank Locklin,Please Help Me I'm Falling,NA
19223,Rusty Draper,Please Help Me I'm Falling,NA
19224,The Beach Boys,Please Let Me Wonder,NA
19225,Bobby Vinton,Please Love Me Forever,NA
19226,Cathy Jean and The Roommates,Please Love Me Forever,NA
19227,Tommy Edwards,Please Love Me Forever,NA
19228,Cardi B & Bruno Mars,Please Me,NA
19229,Olivia Newton-John,Please Mr. Please,NA
19230,Carpenters,Please Mr. Postman,NA
19231,Gentle Persuasion,Please Mr. Postman,NA
19232,The Marvelettes,Please Mr. Postman,NA
19233,The Vogues,Please Mr. Sun,NA
19234,Tommy Edwards,Please Mr. Sun,NA
19235,Rufus Featuring Chaka Khan,Please Pardon Me (You Remind Me Of A Friend),NA
19236,The Beatles,Please Please Me,NA
19237,Danielle Bradbery,Please Remember Me,NA
19238,Tim McGraw,Please Remember Me,NA
19239,The Temptations,Please Return Your Love To Me,NA
19240,Ray Charles and his Orchestra,Please Say You're Fooling,NA
19241,The Drifters,Please Stay,NA
19242,Debbie Campbell,Please Tell Him That I Said Hello,NA
19243,Future,Please Tell Me,NA
19244,Jackie Wilson,Please Tell Me Why,NA
19245,The Dave Clark Five,Please Tell Me Why,NA
19246,John Denver,Please Daddy,NA
19247,Paula Webb,Please Mr. President,NA
19248,James Brown And The Famous Flames,Please Please Please,NA
19249,The Soup Dragons,Pleasure,NA
19250,Divinyls,Pleasure And Pain,NA
19251,Robert Plant,Pledge Pin,NA
19252,Johnny Tillotson,Pledging My Love,NA
19253,Roy Hamilton,Pledging My Love,NA
19254,Connie Francis,Plenty Good Lovin',NA
19255,Rich The Kid,Plug Walk,NA
19256,Nappy Roots Featuring Anthony Hamilton,Po' Folks,NA
19257,Do Or Die (Featuring Twista),Po Pimp,NA
19258,Frank Sinatra,Pocketful Of Miracles,NA
19259,Deane Hawley,Pocketful Of Rainbows,NA
19260,Natasha Bedingfield,Pocketful Of Sunshine,NA
19261,Gene & Eunice,Poco-Loco,NA
19262,Kendrick Lamar Featuring Drake,Poetic Justice,NA
19263,Johnny Tillotson,Poetry In Motion,NA
19264,Phoebe Snow,Poetry Man,NA
19265,Justin Moore,Point At You,NA
19266,Smokey Robinson & The Miracles,Point It Out,NA
19267,Kansas,Point Of Know Return,NA
19268,Adam Wade,Point Of No Return,NA
19269,Expose,Point Of No Return,NA
19270,Gene McDaniels,Point Of No Return,NA
19271,Nu Shooz,Point Of No Return,NA
19272,The Surfaris,Point Panic,NA
19273,Carl Perkins,Pointed Toe Shoes,NA
19274,Alice Cooper,Poison,NA
19275,Bell Biv DeVoe,Poison,NA
19276,ABC,Poison Arrow,NA
19277,The Coasters,Poison Ivy,NA
19278,Wale Featuring J. Cole,Poke It Out,NA
19279,Glee Cast,Poker Face,NA
19280,Lady Gaga,Poker Face,NA
19281,Hugh Laurie,Police Dog Blues,NA
19282,Depeche Mode,Policy Of Truth,NA
19283,Tony Joe White,Polk Salad Annie,NA
19284,Jonas Brothers,Pom Poms,NA
19285,Bastille,Pompeii,NA
19286,Rihanna,Pon de Replay,NA
19287,Elephant Man,Pon De River Pon De Bank,NA
19288,Little Big Town,Pontoon,NA
19289,Ginuwine,Pony,NA
19290,Danny & The Juniors,Pony Express,NA
19291,Chubby Checker,Pony Time,NA
19292,The Goodtimers,Pony Time,NA
19293,Every Mothers' Son,Pony With The Golden Mane,NA
19294,Joe Simon,Pool Of Bad Luck,NA
19295,The Cowsills,Poor Baby,NA
19296,Casey Kelly,Poor Boy,NA
19297,The Royaltones,Poor Boy,NA
19298,Ike & Tina Turner,Poor Fool,NA
19299,MC Lyte,Poor Georgie,NA
19300,The Everly Brothers,Poor Jenny,NA
19301,Ricky Nelson,Poor Little Fool,NA
19302,Cathy Carroll,Poor Little Puppet,NA
19303,Steve Lawrence,Poor Little Rich Girl,NA
19304,Survivor,Poor Man's Son,NA
19305,The Reflections,Poor Man's Son,NA
19306,Linda Ronstadt,Poor Poor Pitiful Me,NA
19307,Al Wilson,Poor Side Of Town,NA
19308,Johnny Rivers,Poor Side Of Town,NA
19309,'N Sync,Pop,NA
19310,Lil Uzi Vert,POP,NA
19311,Huey Smith,Pop-Eye,NA
19312,Mar-Keys,Pop-Eye Stroll,NA
19313,Alan Jackson,Pop A Top,NA
19314,Birdman Featuring Lil Wayne,Pop Bottles,NA
19315,Jim Jones & Ron Browz Featuring Juelz Santana,Pop Champagne,NA
19316,Meco,Pop Goes The Movies Part I,NA
19317,3rd Bass,Pop Goes The Weasel,NA
19318,Anthony Newley,Pop Goes The Weasel,NA
19319,Men Without Hats,Pop Goes The World,NA
19320,Prince And The Revolution,Pop Life,NA
19321,M,Pop Muzik,NA
19322,Polo G Featuring Lil Tjay,Pop Out,NA
19323,The Sherrys,Pop Pop Pop - Pie,NA
19324,John Mellencamp,Pop Singer,NA
19325,R.E.M.,Pop Song 89,NA
19326,DaBaby Featuring Kevin Gates,POP STAR,NA
19327,Drake Featuring The Throne,Pop Style,NA
19328,French Montana Featuring Rick Ross Drake Lil Wayne,Pop That,NA
19329,"Marques Houston Featuring Jermaine ""JD"" Dupri",Pop That Booty,NA
19330,The 2 Live Crew,Pop That Coochie,NA
19331,The Isley Brothers,Pop That Thang,NA
19332,Usher,Pop Ya Collar,NA
19333,Huey,Pop Lock & Drop It,NA
19334,Hot Butter,Popcorn,NA
19335,Chubby Checker,Popeye (The Hitchhiker),NA
19336,Ernie K-Doe,Popeye Joe,NA
19337,Chris Brown Featuring Jay Biz,Poppin',NA
19338,Three 6 Mafia,Poppin' My Collar,NA
19339,Diana Ross Marvin Gaye Smokey Robinson & Stevie Wonder,Pops We Love You (A Tribute To Father),NA
19340,Jan & Dean,Popsicle,NA
19341,Michael Franks,Popsicle Toes,NA
19342,The Murmaids,Popsicles And Icicles,NA
19343,DJ Khaled Featuring Drake,Popstar,NA
19344,MIKA Featuring Ariana Grande,Popular Song,NA
19345,Captain & Tennille,Por Amor Viviremos,NA
19346,Weezer,Pork And Beans,NA
19347,My Darkest Days Featuring Zakk Wylde,Porn Star Dancing,NA
19348,The Monkees,Porpoise Song,NA
19349,Drake Featuring Quavo & Travis Scott,Portland,NA
19350,Kansas,Portrait (He Knew),NA
19351,Conway Twitty,Portrait Of A Fool,NA
19352,Steve Lawrence,Portrait Of My Love,NA
19353,The Tokens,Portrait Of My Love,NA
19354,Ariana Grande,Positions,NA
19355,Bob Dylan,Positively 4th Street,NA
19356,Sir Mix-A-Lot,Posse On Broadway,NA
19357,Bad English,Possession,NA
19358,Sarah McLachlan,Possession,NA
19359,Daryl Hall John Oates,Possession Obsession,NA
19360,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,NA
19361,"The Sopwith ""Camel""",Postcard From Jamaica,NA
19362,The Band Perry,Postcard From Paris,NA
19363,Future,Posted With Demons,NA
19364,Bobby Gregg and His Friends,Potato Peeler,NA
19365,Summer Walker,Potential,NA
19366,Aly & AJ,Potential Breakup Song,NA
19367,Drake Featuring JAY-Z,Pound Cake / Paris Morton Music 2,NA
19368,Nicki Minaj,Pound The Alarm,NA
19369,Rihanna,Pour It Up,NA
19370,Trick Pony,Pour Me,NA
19371,Def Leppard,Pour Some Sugar On Me,NA
19372,James Carr,Pouring Water On A Drowning Man,NA
19373,Ariana Grande,pov,NA
19374,Bobby Bland,Poverty,NA
19375,Cory Daye,Pow Wow,NA
19376,The Raiders,Powder Blue Mercedes Queen,NA
19377,Kansas,Power,NA
19378,The Temptations,Power,NA
19379,Kanye West,POWER,NA
19380,SZA The Weeknd & Travis Scott,Power Is Power,NA
19381,Deee-Lite,Power Of Love,NA
19382,Joe Simon,Power Of Love,NA
19383,Laura Branigan,Power Of Love,NA
19384,Martha Reeves,Power Of Love,NA
19385,Air Supply,Power Of Love (You Are My Lady),NA
19386,Luther Vandross,Power Of Love/Love Power,NA
19387,Molly Hatchet,Power Play,NA
19388,John Lennon/Plastic Ono Band Yoko Ono/Plastic Ono Band,Power To The People,NA
19389,J. Cole Featuring Miguel,Power Trip,NA
19390,Billy Falcon,Power Windows,NA
19391,Major Lazer Featuring Ellie Goulding & Tarrus Riley,Powerful,NA
19392,The Fabulous Thunderbirds,"Powerful Stuff (From ""Cocktail"")",NA
19393,Trisha Yearwood,Powerful Thing,NA
19394,Rae Sremmurd & Juicy J,Powerglide,NA
19395,PIKOTARO,PPAP (Pen-Pineapple-Apple-Pen),NA
19396,DaBaby,Practice,NA
19397,Barry White,Practice What You Preach,NA
19398,Kanye West,Praise God,NA
19399,A$AP Rocky Featuring Skepta,Praise The Lord (Da Shine),NA
19400,Fatboy Slim,Praise You,NA
19401,Justin Bieber,Pray,NA
19402,M.C. Hammer,Pray,NA
19403,Sam Smith Featuring Logic,Pray,NA
19404,Rod Wave,Pray 4 Love,NA
19405,The Weeknd & Kendrick Lamar,Pray For Me,NA
19406,Jaron And The Long Road To Love,Pray For You,NA
19407,Beyonce,Pray You Catch Me,NA
19408,Matt Stell,Prayed For You,NA
19409,Disturbed,Prayer,NA
19410,Seal,Prayer For The Dying,NA
19411,Lillywood & Robin Schulz,Prayer In C,NA
19412,Willie Mitchell,Prayer Meetin',NA
19413,Rascal Flatts,Prayin' For Daylight,NA
19414,Kesha,Praying,NA
19415,Carrie Underwood,Praying For Time,NA
19416,George Michael,Praying For Time,NA
19417,Wang Chung,Praying To A New God,NA
19418,6LACK,Prblms,NA
19419,Drake Featuring PARTYNEXTDOOR,Preach,NA
19420,YoungBoy Never Broke Again,Preach,NA
19421,Charlie Russo,Preacherman,NA
19422,Depeche Mode,Precious,NA
19423,Climax,Precious And Few,NA
19424,Collective Soul,Precious Declaration,NA
19425,Bob Welch,Precious Love,NA
19426,Jody Watley,Precious Love,NA
19427,The Romeos,Precious Memories,NA
19428,Phil Seymour,Precious To Me,NA
19429,Jackie Moore,Precious Precious,NA
19430,Eminem,Premonition (Intro),NA
19431,The Alarm,Presence Of Love,NA
19432,Lil Wayne,President Carter,NA
19433,YoungBloodZ,Presidential,NA
19434,Cardi B,Press,NA
19435,Paul McCartney,Press,NA
19436,Billy Joel,Pressure,NA
19437,Carl Mann,Pretend,NA
19438,Bobby Vee,Pretend You Don't See Her,NA
19439,Eric Clapton,Pretending,NA
19440,Glee Cast,Pretending,NA
19441,Jefferson Airplane,Pretty As You Feel,NA
19442,The Left Banke,Pretty Ballerina,NA
19443,Steve Lawrence,Pretty Blue Eyes,NA
19444,Patti Page,Pretty Boy Lonely,NA
19445,Soulja Boy Tell'em,Pretty Boy Swag,NA
19446,Book Of Love,Pretty Boys And Pretty Girls,NA
19447,Manfred Mann,Pretty Flamingo,NA
19448,The Offspring,Pretty Fly (For A White Guy),NA
19449,Jon B,Pretty Girl,NA
19450,Keri Hilson,Pretty Girl Rock,NA
19451,Britney Spears & Iggy Azalea,Pretty Girls,NA
19452,Iyaz Featuring Travie McCoy,Pretty Girls,NA
19453,Melissa Manchester,Pretty Girls,NA
19454,Eugene Church and The Fellows,Pretty Girls Everywhere,NA
19455,Billy Currington,Pretty Good At Drinkin' Beer,NA
19456,Parker McCollum,Pretty Heart,NA
19457,Psychedelic Furs,Pretty In Pink,NA
19458,Lighthouse,Pretty Lady,NA
19459,Curtis Lee,Pretty Little Angel Eyes,NA
19460,Marvin Gaye,Pretty Little Baby,NA
19461,6LACK Featuring J. Cole,Pretty Little Fears,NA
19462,Vanity,Pretty Mess,NA
19463,Roy Orbison,Pretty Paper,NA
19464,INXS,Pretty Vegas,NA
19465,Maxwell,Pretty Wings,NA
19466,Sergio Mendes & Brasil '66,Pretty World,NA
19467,Steely Dan,Pretzel Logic,NA
19468,Bad English,Price Of Love,NA
19469,NAV Featuring The Weeknd,Price On My Head,NA
19470,Jessie J Featuring B.o.B,Price Tag,NA
19471,Xenia,Price Tag,NA
19472,Staind,Price To Play,NA
19473,Lil Uzi Vert,Prices,NA
19474,John Cafferty & The Beaver Brown Band,Pride & Passion,NA
19475,Marvin Gaye,Pride And Joy,NA
19476,Kendrick Lamar,Pride.,NA
19477,J. Cole & Lil Baby,pride.is.the.devil,NA
19478,Motley Crue,Primal Scream,NA
19479,The Alan Parsons Project,Prime Time,NA
19480,Mondo Rock,Primitive Love Rites,NA
19481,Jerry Wallace With The Jewels,Primrose Lane,NA
19482,O.C. Smith,Primrose Lane,NA
19483,Frank Gari,Princess,NA
19484,Gene Pitney,Princess In Rags,NA
19485,Coldplay Featuring Rihanna,Princess Of China,NA
19486,Young M.C.,Principal's Office,NA
19487,Miley Cyrus Featuring Dua Lipa,Prisoner,NA
19488,The Weeknd Featuring Lana Del Rey,Prisoner,NA
19489,Warren Storm,Prisoner's Song,NA
19490,L.A. Jets,Prisoner (Captured By Your Eyes),NA
19491,James Brown And The Famous Flames,Prisoner Of Love,NA
19492,Player,Prisoner Of Your Love,NA
19493,Chris Brown,Privacy,NA
19494,Tina Turner,Private Dancer,NA
19495,Ricky Martin Featuring Meja,Private Emotion,NA
19496,The Olympics,Private Eye,NA
19497,Daryl Hall John Oates,Private Eyes,NA
19498,The B-52s,Private Idaho,NA
19499,Judy Clay & William Bell,Private Number,NA
19500,The Jets,Private Number,NA
19501,The Weeknd,Privilege,NA
19502,LeAnn Rimes,Probably Wouldn't Be This Way,NA
19503,Ariana Grande Featuring Iggy Azalea,Problem,NA
19504,Mark Lindsay,Problem Child,NA
19505,Lil Wayne,Problems,NA
19506,The Everly Brothers,Problems,NA
19507,Cash Money Millionaires,Project Chick,NA
19508,DaBaby,PROLLY HEARD,NA
19509,Lil Wayne Featuring Shanell AKA SNL,Prom Queen,NA
19510,Nelly Furtado Featuring Timbaland,Promiscuous,NA
19511,Ciara,Promise,NA
19512,Jagged Edge,Promise,NA
19513,Kid Ink Featuring Fetty Wap,Promise,NA
19514,Romeo Santos Featuring Usher,Promise,NA
19515,Tom Jones,Promise Her Anything,NA
19516,Lil Suzy,Promise Me,NA
19517,The Cover Girls,Promise Me,NA
19518,Anita Bryant,Promise Me A Rose (A Slight Detail),NA
19519,Andy Williams,Promise Me Love,NA
19520,Chuck Berry,Promised Land,NA
19521,Elvis Presley,Promised Land,NA
19522,Barbra Streisand,Promises,NA
19523,Calvin Harris & Sam Smith,Promises,NA
19524,Eric Clapton And His Band,Promises,NA
19525,NERO,Promises,NA
19526,Soul Asylum,Promises Broken,NA
19527,Pat Benatar,Promises In The Dark,NA
19528,Dionne Warwick,Promises Promises,NA
19529,Naked Eyes,Promises Promises,NA
19530,Romeo Santos,Propuesta Indecente,NA
19531,Moneybagg Yo Featuring DaBaby,Protect da Brand,NA
19532,2 Chainz Featuring YG & Offset,Proud,NA
19533,Johnny Crawford,Proud,NA
19534,The Joe Chemay Band,Proud,NA
19535,Creedence Clearwater Revival,Proud Mary,NA
19536,Ike & Tina Turner,Proud Mary,NA
19537,Solomon Burke,Proud Mary,NA
19538,The Checkmates Ltd. Featuring Sonny Charles,Proud Mary,NA
19539,Brooks & Dunn,Proud Of The House We Built,NA
19540,Young Thug Featuring Lil Uzi Vert & Yung Kayo,Proud Of You,NA
19541,Bruce Springsteen,Prove It All Night,NA
19542,David Pack,Prove Me Wrong,NA
19543,Taylor Dayne,Prove Your Love,NA
19544,G-Eazy Featuring Chris Brown & Mark Morrison,Provide,NA
19545,The Temptations,Psychedelic Shack,NA
19546,Bobby Hendricks,Psycho,NA
19547,Post Malone Featuring Ty Dolla $ign,Psycho,NA
19548,Puddle Of Mudd,Psycho,NA
19549,Talking Heads,Psycho Killer,NA
19550,The Alan Parsons Project,Psychobabble,NA
19551,Count Five,Psychotic Reaction,NA
19552,Kanye West,Pt. 2,NA
19553,G Herbo Featuring Chance The Rapper Juice WRLD & Lil Uzi Vert,PTSD,NA
19554,Jr. Walker & The All Stars,Pucker Up Buttercup,NA
19555,The Alley Cats,Puddin N' Tain (Ask Me Again I'll Tell You The Same),NA
19556,Peter Paul & Mary,Puff (The Magic Dragon),NA
19557,Roy Head,Puff Of Smoke,NA
19558,Hugh Masekela,Puffin' On Down The Track,NA
19559,Trina,Pull Over,NA
19560,Mr. Vegas,Pull Up,NA
19561,Big Sean & Metro Boomin Featuring 21 Savage,Pull Up N Wreck,NA
19562,Patra,Pull Up To The Bumper,NA
19563,Chingy Featuring Tyrese,Pullin' Me Back,NA
19564,The Black Eyed Peas,Pump It,NA
19565,Icy Blu,Pump It (Nice An' Hard),NA
19566,Joe Budden,Pump It Up,NA
19567,Technotronic Featuring Felly,Pump Up The Jam,NA
19568,M/A/R/R/S,Pump Up The Volume,NA
19569,Foster The People,Pumped Up Kicks,NA
19570,Hannah Montana,Pumpin' Up The Party,NA
19571,M.C. Hammer,Pumps And A Bump,NA
19572,J. Cole,punchin'.the.clock,NA
19573,Bobby Vee,Punish Her,NA
19574,Brand Nubian,Punks Jump Up To Get Beat Down,NA
19575,Tyler The Creator,Puppet,NA
19576,The 5th Dimension,Puppet Man,NA
19577,Tom Jones,Puppet Man/Resurrection Shuffle,NA
19578,Elvis Presley With The Jordanaires,Puppet On A String,NA
19579,Barbara Lewis,Puppy Love,NA
19580,Donny Osmond,Puppy Love,NA
19581,Lil Bow Wow Featuring Jagged Edge,Puppy Love,NA
19582,Paul Anka,Puppy Love,NA
19583,Lightning Seeds,Pure,NA
19584,Lil Baby,Pure Cocaine,NA
19585,Glee Cast,Pure Imagination,NA
19586,Kanye West,Pure Souls,NA
19587,Mustard & Migos,Pure Water,NA
19588,Son By Four,Purest Of Pain (A Puro Dolor),NA
19589,Dion,Purple Haze,NA
19590,The Jimi Hendrix Experience,Purple Haze,NA
19591,D12,Purple Hills,NA
19592,Skrillex & Rick Ross,Purple Lamborghini,NA
19593,Prince,Purple Medley,NA
19594,Prince And The Revolution,Purple Rain,NA
19595,Justin Bieber,Purpose,NA
19596,Kid Cudi Featuring MGMT & Ratatat,Pursuit Of Happiness (Nightmare),NA
19597,Garbage,Push It,NA
19598,Rick Ross,Push It,NA
19599,Salt-N-Pepa,Push It,NA
19600,Corbin Bleu,Push It To The Limit,NA
19601,Austin Taylor,Push Push,NA
19602,Nightcrawlers,Push The Feeling On,NA
19603,The Mixtures,Pushbike Song,NA
19604,Justin Timberlake,Pusher Love Girl,NA
19605,Sons Of Funk,"Pushin' Inside You (From ""How Bout It"")",NA
19606,Jonas Brothers,Pushin' Me Away,NA
19607,The Seeds,Pushin' Too Hard,NA
19608,Ice Cube Featuring Mr. Short Khop,Pushin' Weight,NA
19609,Sleepy King,Pushin' Your Luck,NA
19610,Etta James,Pushover,NA
19611,Kon Kan,Puss N' Boots/These Boots (Are Made For Walkin'),NA
19612,The Ames Brothers,Pussy Cat,NA
19613,Yo Gotti Featuring Lil Baby,Put A Date On It,NA
19614,Brooks & Dunn,Put A Girl In It,NA
19615,The Emotions,Put A Little Love Away,NA
19616,Annie Lennox & Al Green,Put A Little Love In Your Heart,NA
19617,Jackie DeShannon,Put A Little Love In Your Heart,NA
19618,Les Paul And Mary Ford,Put A Ring On My Finger,NA
19619,Alessi,Put Away Your Love,NA
19620,Brandy Featuring Chris Brown,Put It Down,NA
19621,Sonny Charles,Put It In A Magazine,NA
19622,Ja Rule Featuring Lil' Mo & Vita,Put It On Me,NA
19623,Plies Featuring Chris J,Put It On Ya,NA
19624,The Crusaders,Put It Where You Want It,NA
19625,Donell Jones,Put Me Down,NA
19626,Young Jeezy Featuring Kanye West,Put On,NA
19627,Joe Cocker,Put Out The Light,NA
19628,Jaheim,Put That Woman First,NA
19629,Jon Astley,Put This Love To The Test,NA
19630,Keith Urban,Put You In A Song,NA
19631,Fats Domino,Put Your Arms Around Me Honey,NA
19632,Ray Smith,Put Your Arms Around Me Honey,NA
19633,Tracy Byrd,Put Your Hand In Mine,NA
19634,Ocean,Put Your Hand In The Hand,NA
19635,The O'Jays,Put Your Hands Together,NA
19636,Leif Garrett,Put Your Head On My Shoulder,NA
19637,Paul Anka,Put Your Head On My Shoulder,NA
19638,The Lettermen,Put Your Head On My Shoulder,NA
19639,Every Mothers' Son,Put Your Mind At Ease,NA
19640,Eddie Murphy,Put Your Mouth On Me,NA
19641,Corinne Bailey Rae,Put Your Records On,NA
19642,Ritt Momney,Put Your Records On,NA
19643,The Elgins,Put Yourself In My Place,NA
19644,Taco,Puttin' On The Ritz,NA
19645,Justin Bieber Featuring R. Kelly,PYD,NA
19646,Charice Featuring Iyaz,Pyramid,NA
19647,Hi-Five,Quality Time,NA
19648,Pat Boone,Quando Quando Quando (Tell Me When),NA
19649,U.S. Bonds,Quarter To Three,NA
19650,Jennifer Lopez,Que Hiciste,NA
19651,J Balvin & Bad Bunny,Que Pretendes,NA
19652,Mary Hopkin,Que Sera Sera (Whatever Will Be Will Be),NA
19653,The High Keyes,Que Sera Sera (Whatever Will Be Will Be),NA
19654,Katrina And The Waves,Que Te Quiero,NA
19655,KC And The Sunshine Band,Queen Of Clubs,NA
19656,Juice Newton,Queen Of Hearts,NA
19657,Sarah Jeffery,Queen Of Mean,NA
19658,Rene And Ray,Queen Of My Heart,NA
19659,Average White Band,Queen Of My Soul,NA
19660,Loverboy,Queen Of The Broken Hearts,NA
19661,Bobby Darin,Queen Of The Hop,NA
19662,Jody Miller,Queen Of The House,NA
19663,Leon Russell,Queen Of The Roller Derby,NA
19664,The Charles Randolph Grean Sounde,Quentin's Theme,NA
19665,Lloyd Price and His Orchestra,Question,NA
19666,The Moody Blues,Question,NA
19667,Bang,Questions,NA
19668,Chris Brown,Questions,NA
19669,Chicago,Questions 67 And 68,NA
19670,Chicago,Questions 67 And 68/I'm A Man,NA
19671,The In Crowd,Questions And Answers,NA
